code,prefName,cityName
22305,静岡県,松崎町
22306,静岡県,西伊豆町
22325,静岡県,函南町
22341,静岡県,清水町
22342,静岡県,長泉町
22344,静岡県,小山町
22424,静岡県,吉田町
22429,静岡県,川根本町
22461,静岡県,森町
23,愛知県,
23100,愛知県,名古屋市
23101,愛知県,名古屋市千種区
23102,愛知県,名古屋市東区
23103,愛知県,名古屋市北区
23104,愛知県,名古屋市西区
23105,愛知県,名古屋市中村区
23106,愛知県,名古屋市中区
23107,愛知県,名古屋市昭和区
23108,愛知県,名古屋市瑞穂区
23109,愛知県,名古屋市熱田区
23110,愛知県,名古屋市中川区
23111,愛知県,名古屋市港区
23112,愛知県,名古屋市南区
23113,愛知県,名古屋市守山区
23114,愛知県,名古屋市緑区
23115,愛知県,名古屋市名東区
23116,愛知県,名古屋市天白区
23201,愛知県,豊橋市
23202,愛知県,岡崎市
23203,愛知県,一宮市
23204,愛知県,瀬戸市
23205,愛知県,半田市
23206,愛知県,春日井市
23207,愛知県,豊川市
23208,愛知県,津島市
23209,愛知県,碧南市
23210,愛知県,刈谷市
23211,愛知県,豊田市
23212,愛知県,安城市
23213,愛知県,西尾市
23214,愛知県,蒲郡市
23215,愛知県,犬山市
23216,愛知県,常滑市
23217,愛知県,江南市
23219,愛知県,小牧市
23220,愛知県,稲沢市
23221,愛知県,新城市
23222,愛知県,東海市
23223,愛知県,大府市
23224,愛知県,知多市
23225,愛知県,知立市
23226,愛知県,尾張旭市
23227,愛知県,高浜市
23228,愛知県,岩倉市
23229,愛知県,豊明市
23230,愛知県,日進市
23231,愛知県,田原市
23232,愛知県,愛西市
23233,愛知県,清須市
23234,愛知県,北名古屋市
23235,愛知県,弥富市
23236,愛知県,みよし市
23237,愛知県,あま市
23238,愛知県,長久手市
23302,愛知県,東郷町
23342,愛知県,豊山町
23361,愛知県,大口町
23362,愛知県,扶桑町
23424,愛知県,大治町
23425,愛知県,蟹江町
23427,愛知県,飛島村
23441,愛知県,阿久比町
23442,愛知県,東浦町
23445,愛知県,南知多町
23446,愛知県,美浜町
23447,愛知県,武豊町
23501,愛知県,幸田町
23561,愛知県,設楽町
23562,愛知県,東栄町
23563,愛知県,豊根村
24,三重県,
24201,三重県,津市
24202,三重県,四日市市
24203,三重県,伊勢市
24204,三重県,松阪市
24205,三重県,桑名市
24207,三重県,鈴鹿市
24208,三重県,名張市
24209,三重県,尾鷲市
24210,三重県,亀山市
24211,三重県,鳥羽市
24212,三重県,熊野市
24214,三重県,いなべ市
24215,三重県,志摩市
24216,三重県,伊賀市
24303,三重県,木曽岬町
24324,三重県,東員町
24341,三重県,菰野町
24343,三重県,朝日町
24344,三重県,川越町
24441,三重県,多気町
24442,三重県,明和町
24443,三重県,大台町
24461,三重県,玉城町
24470,三重県,度会町
24471,三重県,大紀町
24472,三重県,南伊勢町
24543,三重県,紀北町
24561,三重県,御浜町
24562,三重県,紀宝町
25,滋賀県,
25201,滋賀県,大津市
25202,滋賀県,彦根市
25203,滋賀県,長浜市
25204,滋賀県,近江八幡市
25206,滋賀県,草津市
25207,滋賀県,守山市
25208,滋賀県,栗東市
25209,滋賀県,甲賀市
25210,滋賀県,野洲市
25211,滋賀県,湖南市
25212,滋賀県,高島市
25213,滋賀県,東近江市
25214,滋賀県,米原市
25383,滋賀県,日野町
25384,滋賀県,竜王町
25425,滋賀県,愛荘町
25441,滋賀県,豊郷町
25442,滋賀県,甲良町
25443,滋賀県,多賀町
26,京都府,
26100,京都府,京都市
26101,京都府,京都市北区
26102,京都府,京都市上京区
26103,京都府,京都市左京区
26104,京都府,京都市中京区
26105,京都府,京都市東山区
26106,京都府,京都市下京区
26107,京都府,京都市南区
26108,京都府,京都市右京区
26109,京都府,京都市伏見区
26110,京都府,京都市山科区
26111,京都府,京都市西京区
26201,京都府,福知山市
26202,京都府,舞鶴市
26203,京都府,綾部市
26204,京都府,宇治市
26205,京都府,宮津市
26206,京都府,亀岡市
26207,京都府,城陽市
26208,京都府,向日市
26209,京都府,長岡京市
26210,京都府,八幡市
26211,京都府,京田辺市
26212,京都府,京丹後市
26213,京都府,南丹市
26214,京都府,木津川市
26303,京都府,大山崎町
26322,京都府,久御山町
26343,京都府,井手町
26344,京都府,宇治田原町
26364,京都府,笠置町
26365,京都府,和束町
26366,京都府,精華町
26367,京都府,南山城村
26407,京都府,京丹波町
26463,京都府,伊根町
26465,京都府,与謝野町
27,大阪府,
27100,大阪府,大阪市
27102,大阪府,大阪市都島区
27103,大阪府,大阪市福島区
27104,大阪府,大阪市此花区
27106,大阪府,大阪市西区
27107,大阪府,大阪市港区
27108,大阪府,大阪市大正区
27109,大阪府,大阪市天王寺区
27111,大阪府,大阪市浪速区
27113,大阪府,大阪市西淀川区
27114,大阪府,大阪市東淀川区
27115,大阪府,大阪市東成区
27116,大阪府,大阪市生野区
27117,大阪府,大阪市旭区
27118,大阪府,大阪市城東区
27119,大阪府,大阪市阿倍野区
27120,大阪府,大阪市住吉区
27121,大阪府,大阪市東住吉区
27122,大阪府,大阪市西成区
27123,大阪府,大阪市淀川区
27124,大阪府,大阪市鶴見区
27125,大阪府,大阪市住之江区
27126,大阪府,大阪市平野区
27127,大阪府,大阪市北区
27128,大阪府,大阪市中央区
27140,大阪府,堺市
27141,大阪府,堺市堺区
27142,大阪府,堺市中区
27143,大阪府,堺市東区
27144,大阪府,堺市西区
27145,大阪府,堺市南区
27146,大阪府,堺市北区
27147,大阪府,堺市美原区
27202,大阪府,岸和田市
27203,大阪府,豊中市
27204,大阪府,池田市
27205,大阪府,吹田市
27206,大阪府,泉大津市
27207,大阪府,高槻市
27208,大阪府,貝塚市
27209,大阪府,守口市
27210,大阪府,枚方市
27211,大阪府,茨木市
27212,大阪府,八尾市
27213,大阪府,泉佐野市
27214,大阪府,富田林市
27215,大阪府,寝屋川市
27216,大阪府,河内長野市
27217,大阪府,松原市
27218,大阪府,大東市
27219,大阪府,和泉市
27220,大阪府,箕面市
27221,大阪府,柏原市
27222,大阪府,羽曳野市
27223,大阪府,門真市
27224,大阪府,摂津市
27225,大阪府,高石市
27226,大阪府,藤井寺市
27227,大阪府,東大阪市
27228,大阪府,泉南市
27229,大阪府,四條畷市
27230,大阪府,交野市
27231,大阪府,大阪狭山市
27232,大阪府,阪南市
27301,大阪府,島本町
27321,大阪府,豊能町
27322,大阪府,能勢町
27341,大阪府,忠岡町
27361,大阪府,熊取町
27362,大阪府,田尻町
27366,大阪府,岬町
27381,大阪府,太子町
27382,大阪府,河南町
27383,大阪府,千早赤阪村
28,兵庫県,
28100,兵庫県,神戸市
28101,兵庫県,神戸市東灘区
28102,兵庫県,神戸市灘区
28105,兵庫県,神戸市兵庫区
28106,兵庫県,神戸市長田区
28107,兵庫県,神戸市須磨区
28108,兵庫県,神戸市垂水区
28109,兵庫県,神戸市北区
28110,兵庫県,神戸市中央区
28111,兵庫県,神戸市西区
28201,兵庫県,姫路市
28202,兵庫県,尼崎市
28203,兵庫県,明石市
28204,兵庫県,西宮市
28205,兵庫県,洲本市
28206,兵庫県,芦屋市
28207,兵庫県,伊丹市
28208,兵庫県,相生市
28209,兵庫県,豊岡市
28210,兵庫県,加古川市
28212,兵庫県,赤穂市
28213,兵庫県,西脇市
28214,兵庫県,宝塚市
28215,兵庫県,三木市
28216,兵庫県,高砂市
28217,兵庫県,川西市
28218,兵庫県,小野市
28219,兵庫県,三田市
28220,兵庫県,加西市
28221,兵庫県,丹波篠山市
28222,兵庫県,養父市
28223,兵庫県,丹波市
28224,兵庫県,南あわじ市
28225,兵庫県,朝来市
28226,兵庫県,淡路市
28227,兵庫県,宍粟市
28228,兵庫県,加東市
28229,兵庫県,たつの市
28301,兵庫県,猪名川町
28365,兵庫県,多可町
28381,兵庫県,稲美町
28382,兵庫県,播磨町
28442,兵庫県,市川町
28443,兵庫県,福崎町
28446,兵庫県,神河町
28464,兵庫県,太子町
28481,兵庫県,上郡町
28501,兵庫県,佐用町
28585,兵庫県,香美町
28586,兵庫県,新温泉町
29,奈良県,
29201,奈良県,奈良市
29202,奈良県,大和高田市
29203,奈良県,大和郡山市
29204,奈良県,天理市
29205,奈良県,橿原市
29206,奈良県,桜井市
29207,奈良県,五條市
29208,奈良県,御所市
29209,奈良県,生駒市
29210,奈良県,香芝市
29211,奈良県,葛城市
29212,奈良県,宇陀市
29322,奈良県,山添村
29342,奈良県,平群町
29343,奈良県,三郷町
29344,奈良県,斑鳩町
29345,奈良県,安堵町
29361,奈良県,川西町
29362,奈良県,三宅町
29363,奈良県,田原本町
29385,奈良県,曽爾村
29386,奈良県,御杖村
29401,奈良県,高取町
29402,奈良県,明日香村
29424,奈良県,上牧町
29425,奈良県,王寺町
29426,奈良県,広陵町
29427,奈良県,河合町
29441,奈良県,吉野町
29442,奈良県,大淀町
29443,奈良県,下市町
29444,奈良県,黒滝村
29446,奈良県,天川村
29447,奈良県,野迫川村
29449,奈良県,十津川村
29450,奈良県,下北山村
29451,奈良県,上北山村
29452,奈良県,川上村
29453,奈良県,東吉野村
30,和歌山県,
30201,和歌山県,和歌山市
30202,和歌山県,海南市
30203,和歌山県,橋本市
30204,和歌山県,有田市
30205,和歌山県,御坊市
30206,和歌山県,田辺市
30207,和歌山県,新宮市
30208,和歌山県,紀の川市
30209,和歌山県,岩出市
30304,和歌山県,紀美野町
30341,和歌山県,かつらぎ町
30343,和歌山県,九度山町
30344,和歌山県,高野町
30361,和歌山県,湯浅町
30362,和歌山県,広川町
30366,和歌山県,有田川町
30381,和歌山県,美浜町
30382,和歌山県,日高町
30383,和歌山県,由良町
30390,和歌山県,印南町
30391,和歌山県,みなべ町
30392,和歌山県,日高川町
30401,和歌山県,白浜町
30404,和歌山県,上富田町
30406,和歌山県,すさみ町
30421,和歌山県,那智勝浦町
30422,和歌山県,太地町
30424,和歌山県,古座川町
30427,和歌山県,北山村
30428,和歌山県,串本町
31,鳥取県,
31201,鳥取県,鳥取市
31202,鳥取県,米子市
31203,鳥取県,倉吉市
31204,鳥取県,境港市
31302,鳥取県,岩美町
31325,鳥取県,若桜町
31328,鳥取県,智頭町
31329,鳥取県,八頭町
31364,鳥取県,三朝町
31370,鳥取県,湯梨浜町
31371,鳥取県,琴浦町
31372,鳥取県,北栄町
31384,鳥取県,日吉津村
31386,鳥取県,大山町
31389,鳥取県,南部町
31390,鳥取県,伯耆町
31401,鳥取県,日南町
31402,鳥取県,日野町
31403,鳥取県,江府町
32,島根県,
32201,島根県,松江市
32202,島根県,浜田市
32203,島根県,出雲市
32204,島根県,益田市
32205,島根県,大田市
32206,島根県,安来市
32207,島根県,江津市
32209,島根県,雲南市
32343,島根県,奥出雲町
32386,島根県,飯南町
32441,島根県,川本町
32448,島根県,美郷町
32449,島根県,邑南町
32501,島根県,津和野町
32505,島根県,吉賀町
32525,島根県,海士町
32526,島根県,西ノ島町
32527,島根県,知夫村
32528,島根県,隠岐の島町
33,岡山県,
33100,岡山県,岡山市
33101,岡山県,岡山市北区
33102,岡山県,岡山市中区
33103,岡山県,岡山市東区
33104,岡山県,岡山市南区
33202,岡山県,倉敷市
33203,岡山県,津山市
33204,岡山県,玉野市
33205,岡山県,笠岡市
33207,岡山県,井原市
33208,岡山県,総社市
33209,岡山県,高梁市
33210,岡山県,新見市
33211,岡山県,備前市
33212,岡山県,瀬戸内市
33213,岡山県,赤磐市
33214,岡山県,真庭市
33215,岡山県,美作市
33216,岡山県,浅口市
33346,岡山県,和気町
33423,岡山県,早島町
33445,岡山県,里庄町
33461,岡山県,矢掛町
33586,岡山県,新庄村
33606,岡山県,鏡野町
33622,岡山県,勝央町
33623,岡山県,奈義町
33643,岡山県,西粟倉村
33663,岡山県,久米南町
33666,岡山県,美咲町
33681,岡山県,吉備中央町
34,広島県,
34100,広島県,広島市
34101,広島県,広島市中区
34102,広島県,広島市東区
34103,広島県,広島市南区
34104,広島県,広島市西区
34105,広島県,広島市安佐南区
34106,広島県,広島市安佐北区
34107,広島県,広島市安芸区
34108,広島県,広島市佐伯区
34202,広島県,呉市
34203,広島県,竹原市
34204,広島県,三原市
34205,広島県,尾道市
34207,広島県,福山市
34208,広島県,府中市
34209,広島県,三次市
34210,広島県,庄原市
34211,広島県,大竹市
34212,広島県,東広島市
34213,広島県,廿日市市
34214,広島県,安芸高田市
34215,広島県,江田島市
34302,広島県,府中町
34304,広島県,海田町
34307,広島県,熊野町
34309,広島県,坂町
34368,広島県,安芸太田町
34369,広島県,北広島町
34431,広島県,大崎上島町
34462,広島県,世羅町
34545,広島県,神石高原町
35,山口県,
35201,山口県,下関市
35202,山口県,宇部市
35203,山口県,山口市
35204,山口県,萩市
35206,山口県,防府市
35207,山口県,下松市
35208,山口県,岩国市
35210,山口県,光市
35211,山口県,長門市
35212,山口県,柳井市
35213,山口県,美祢市
35215,山口県,周南市
35216,山口県,山陽小野田市
35305,山口県,周防大島町
35321,山口県,和木町
35341,山口県,上関町
35343,山口県,田布施町
35344,山口県,平生町
35502,山口県,阿武町
36,徳島県,
36201,徳島県,徳島市
36202,徳島県,鳴門市
36203,徳島県,小松島市
36204,徳島県,阿南市
36205,徳島県,吉野川市
36206,徳島県,阿波市
36207,徳島県,美馬市
36208,徳島県,三好市
36301,徳島県,勝浦町
36302,徳島県,上勝町
36321,徳島県,佐那河内村
36341,徳島県,石井町
36342,徳島県,神山町
36368,徳島県,那賀町
36383,徳島県,牟岐町
36387,徳島県,美波町
36388,徳島県,海陽町
36401,徳島県,松茂町
36402,徳島県,北島町
36403,徳島県,藍住町
36404,徳島県,板野町
36405,徳島県,上板町
36468,徳島県,つるぎ町
36489,徳島県,東みよし町
37,香川県,
37201,香川県,高松市
37202,香川県,丸亀市
37203,香川県,坂出市
37204,香川県,善通寺市
37205,香川県,観音寺市
37206,香川県,さぬき市
37207,香川県,東かがわ市
37208,香川県,三豊市
37322,香川県,土庄町
37324,香川県,小豆島町
37341,香川県,三木町
37364,香川県,直島町
37386,香川県,宇多津町
37387,香川県,綾川町
37403,香川県,琴平町
37404,香川県,多度津町
37406,香川県,まんのう町
38,愛媛県,
38201,愛媛県,松山市
38202,愛媛県,今治市
38203,愛媛県,宇和島市
38204,愛媛県,八幡浜市
38205,愛媛県,新居浜市
38206,愛媛県,西条市
38207,愛媛県,大洲市
38210,愛媛県,伊予市
38213,愛媛県,四国中央市
38214,愛媛県,西予市
38215,愛媛県,東温市
38356,愛媛県,上島町
38386,愛媛県,久万高原町
38401,愛媛県,松前町
38402,愛媛県,砥部町
38422,愛媛県,内子町
38442,愛媛県,伊方町
38484,愛媛県,松野町
38488,愛媛県,鬼北町
38506,愛媛県,愛南町
39,高知県,
39201,高知県,高知市
39202,高知県,室戸市
39203,高知県,安芸市
39204,高知県,南国市
39205,高知県,土佐市
39206,高知県,須崎市
39208,高知県,宿毛市
39209,高知県,土佐清水市
39210,高知県,四万十市
39211,高知県,香南市
39212,高知県,香美市
39301,高知県,東洋町
39302,高知県,奈半利町
39303,高知県,田野町
39304,高知県,安田町
39305,高知県,北川村
39306,高知県,馬路村
39307,高知県,芸西村
39341,高知県,本山町
39344,高知県,大豊町
39363,高知県,土佐町
39364,高知県,大川村
39386,高知県,いの町
39387,高知県,仁淀川町
39401,高知県,中土佐町
39402,高知県,佐川町
39403,高知県,越知町
39405,高知県,梼原町
39410,高知県,日高村
39411,高知県,津野町
39412,高知県,四万十町
39424,高知県,大月町
39427,高知県,三原村
39428,高知県,黒潮町
40,福岡県,
40100,福岡県,北九州市
40101,福岡県,北九州市門司区
40103,福岡県,北九州市若松区
40105,福岡県,北九州市戸畑区
40106,福岡県,北九州市小倉北区
40107,福岡県,北九州市小倉南区
40108,福岡県,北九州市八幡東区
40109,福岡県,北九州市八幡西区
40130,福岡県,福岡市
40131,福岡県,福岡市東区
40132,福岡県,福岡市博多区
40133,福岡県,福岡市中央区
40134,福岡県,福岡市南区
40135,福岡県,福岡市西区
40136,福岡県,福岡市城南区
40137,福岡県,福岡市早良区
40202,福岡県,大牟田市
40203,福岡県,久留米市
40204,福岡県,直方市
40205,福岡県,飯塚市
40206,福岡県,田川市
40207,福岡県,柳川市
40210,福岡県,八女市
40211,福岡県,筑後市
40212,福岡県,大川市
40213,福岡県,行橋市
40214,福岡県,豊前市
40215,福岡県,中間市
40216,福岡県,小郡市
40217,福岡県,筑紫野市
40218,福岡県,春日市
40219,福岡県,大野城市
40220,福岡県,宗像市
40221,福岡県,太宰府市
40223,福岡県,古賀市
40224,福岡県,福津市
40225,福岡県,うきは市
40226,福岡県,宮若市
40227,福岡県,嘉麻市
40228,福岡県,朝倉市
40229,福岡県,みやま市
40230,福岡県,糸島市
40231,福岡県,那珂川市
40341,福岡県,宇美町
40342,福岡県,篠栗町
40343,福岡県,志免町
40344,福岡県,須恵町
40345,福岡県,新宮町
40348,福岡県,久山町
40349,福岡県,粕屋町
40381,福岡県,芦屋町
40382,福岡県,水巻町
40383,福岡県,岡垣町
40384,福岡県,遠賀町
40401,福岡県,小竹町
40402,福岡県,鞍手町
40421,福岡県,桂川町
40447,福岡県,筑前町
40448,福岡県,東峰村
40503,福岡県,大刀洗町
40522,福岡県,大木町
40544,福岡県,広川町
40601,福岡県,香春町
40602,福岡県,添田町
40604,福岡県,糸田町
40605,福岡県,川崎町
40608,福岡県,大任町
40609,福岡県,赤村
40610,福岡県,福智町
40621,福岡県,苅田町
40625,福岡県,みやこ町
40642,福岡県,吉富町
40646,福岡県,上毛町
40647,福岡県,築上町
41,佐賀県,
41201,佐賀県,佐賀市
41202,佐賀県,唐津市
41203,佐賀県,鳥栖市
41204,佐賀県,多久市
41205,佐賀県,伊万里市
41206,佐賀県,武雄市
41207,佐賀県,鹿島市
41208,佐賀県,小城市
41209,佐賀県,嬉野市
41210,佐賀県,神埼市
41327,佐賀県,吉野ヶ里町
41341,佐賀県,基山町
41345,佐賀県,上峰町
41346,佐賀県,みやき町
41387,佐賀県,玄海町
41401,佐賀県,有田町
41423,佐賀県,大町町
41424,佐賀県,江北町
41425,佐賀県,白石町
41441,佐賀県,太良町
42,長崎県,
42201,長崎県,長崎市
42202,長崎県,佐世保市
42203,長崎県,島原市
42204,長崎県,諫早市
42205,長崎県,大村市
42207,長崎県,平戸市
42208,長崎県,松浦市
42209,長崎県,対馬市
42210,長崎県,壱岐市
42211,長崎県,五島市
42212,長崎県,西海市
42213,長崎県,雲仙市
42214,長崎県,南島原市
42307,長崎県,長与町
42308,長崎県,時津町
42321,長崎県,東彼杵町
42322,長崎県,川棚町
42323,長崎県,波佐見町
42383,長崎県,小値賀町
42391,長崎県,佐々町
42411,長崎県,新上五島町
43,熊本県,
43100,熊本県,熊本市
43101,熊本県,熊本市中央区
43102,熊本県,熊本市東区
43103,熊本県,熊本市西区
43104,熊本県,熊本市南区
43105,熊本県,熊本市北区
43202,熊本県,八代市
43203,熊本県,人吉市
43204,熊本県,荒尾市
43205,熊本県,水俣市
43206,熊本県,玉名市
43208,熊本県,山鹿市
43210,熊本県,菊池市
43211,熊本県,宇土市
43212,熊本県,上天草市
43213,熊本県,宇城市
43214,熊本県,阿蘇市
43215,熊本県,天草市
43216,熊本県,合志市
43348,熊本県,美里町
43364,熊本県,玉東町
43367,熊本県,南関町
43368,熊本県,長洲町
43369,熊本県,和水町
43403,熊本県,大津町
43404,熊本県,菊陽町
43423,熊本県,南小国町
43424,熊本県,小国町
43425,熊本県,産山村
43428,熊本県,高森町
43432,熊本県,西原村
43433,熊本県,南阿蘇村
43441,熊本県,御船町
43442,熊本県,嘉島町
43443,熊本県,益城町
43444,熊本県,甲佐町
43447,熊本県,山都町
43468,熊本県,氷川町
43482,熊本県,芦北町
43484,熊本県,津奈木町
43501,熊本県,錦町
43505,熊本県,多良木町
43506,熊本県,湯前町
43507,熊本県,水上村
43510,熊本県,相良村
43511,熊本県,五木村
43512,熊本県,山江村
43513,熊本県,球磨村
43514,熊本県,あさぎり町
43531,熊本県,苓北町
44,大分県,
44201,大分県,大分市
44202,大分県,別府市
44203,大分県,中津市
44204,大分県,日田市
44205,大分県,佐伯市
44206,大分県,臼杵市
44207,大分県,津久見市
44208,大分県,竹田市
44209,大分県,豊後高田市
44210,大分県,杵築市
44211,大分県,宇佐市
44212,大分県,豊後大野市
44213,大分県,由布市
44214,大分県,国東市
44322,大分県,姫島村
44341,大分県,日出町
44461,大分県,九重町
44462,大分県,玖珠町
45,宮崎県,
45201,宮崎県,宮崎市
45202,宮崎県,都城市
45203,宮崎県,延岡市
45204,宮崎県,日南市
45205,宮崎県,小林市
45206,宮崎県,日向市
45207,宮崎県,串間市
45208,宮崎県,西都市
45209,宮崎県,えびの市
45341,宮崎県,三股町
45361,宮崎県,高原町
45382,宮崎県,国富町
45383,宮崎県,綾町
45401,宮崎県,高鍋町
45402,宮崎県,新富町
45403,宮崎県,西米良村
45404,宮崎県,木城町
45405,宮崎県,川南町
45406,宮崎県,都農町
45421,宮崎県,門川町
45429,宮崎県,諸塚村
45430,宮崎県,椎葉村
45431,宮崎県,美郷町
45441,宮崎県,高千穂町
45442,宮崎県,日之影町
45443,宮崎県,五ヶ瀬町
46,鹿児島県,
46201,鹿児島県,鹿児島市
46203,鹿児島県,鹿屋市
46204,鹿児島県,枕崎市
46206,鹿児島県,阿久根市
46208,鹿児島県,出水市
46210,鹿児島県,指宿市
46213,鹿児島県,西之表市
46214,鹿児島県,垂水市
46215,鹿児島県,薩摩川内市
46216,鹿児島県,日置市
46217,鹿児島県,曽於市
46218,鹿児島県,霧島市
46219,鹿児島県,いちき串木野市
46220,鹿児島県,南さつま市
46221,鹿児島県,志布志市
46222,鹿児島県,奄美市
46223,鹿児島県,南九州市
46224,鹿児島県,伊佐市
46225,鹿児島県,姶良市
46303,鹿児島県,三島村
46304,鹿児島県,十島村
46392,鹿児島県,さつま町
46404,鹿児島県,長島町
46452,鹿児島県,湧水町
46468,鹿児島県,大崎町
46482,鹿児島県,東串良町
46490,鹿児島県,錦江町
46491,鹿児島県,南大隅町
46492,鹿児島県,肝付町
46501,鹿児島県,中種子町
46502,鹿児島県,南種子町
46505,鹿児島県,屋久島町
46523,鹿児島県,大和村
46524,鹿児島県,宇検村
46525,鹿児島県,瀬戸内町
46527,鹿児島県,龍郷町
46529,鹿児島県,喜界町
46530,鹿児島県,徳之島町
46531,鹿児島県,天城町
46532,鹿児島県,伊仙町
46533,鹿児島県,和泊町
46534,鹿児島県,知名町
46535,鹿児島県,与論町
47,沖縄県,
47201,沖縄県,那覇市
47205,沖縄県,宜野湾市
47207,沖縄県,石垣市
47208,沖縄県,浦添市
47209,沖縄県,名護市
47210,沖縄県,糸満市
47211,沖縄県,沖縄市
47212,沖縄県,豊見城市
47213,沖縄県,うるま市
47214,沖縄県,宮古島市
47215,沖縄県,南城市
47301,沖縄県,国頭村
47302,沖縄県,大宜味村
47303,沖縄県,東村
47306,沖縄県,今帰仁村
47308,沖縄県,本部町
47311,沖縄県,恩納村
47313,沖縄県,宜野座村
47314,沖縄県,金武町
47315,沖縄県,伊江村
47324,沖縄県,読谷村
47325,沖縄県,嘉手納町
47326,沖縄県,北谷町
47327,沖縄県,北中城村
47328,沖縄県,中城村
47329,沖縄県,西原町
47348,沖縄県,与那原町
47350,沖縄県,南風原町
47353,沖縄県,渡嘉敷村
47354,沖縄県,座間味村
47355,沖縄県,粟国村
47356,沖縄県,渡名喜村
47357,沖縄県,南大東村
47358,沖縄県,北大東村
47359,沖縄県,伊平屋村
47360,沖縄県,伊是名村
47361,沖縄県,久米島町
47362,沖縄県,八重瀬町
47375,沖縄県,多良間村
47381,沖縄県,竹富町
47382,沖縄県,与那国町
